PQ2663.A7678 D3813 2011       	P	 9224142	Lives other than my own / Emmanuel Carrère ; translated by Linda Coverdale.                                                                                                                                                                                  	Carrère, Emmanuel, 1957- &nbsp;                                                                                                                                                                                                                                    	Metropolitan Books/Henry Holt and Co.,  New York :  2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
PQ4835.A3894 C3513 2011       	P	 9224089	Potter's field / Andrea Camilleri ; translated by Stephen Sartarelli.                                                                                                                                                                                          	Camilleri, Andrea. &nbsp;                                                                                                                                                                                                                                            	Penguin Books,  New York, N.Y. :  2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PR6066.O37 Z77 2011           	P	 9224163	Stephen Poliakoff on stage and screen / Robin Nelson.                                                                                                                                                                                                          	Nelson, Robin, 1949- &nbsp;                                                                                                                                                                                                                                          	Methuen Drama,  London :  2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
PR9199.3.O5 C38 2011          	P	 9224049	Cat's table / Michael Ondaatje.                                                                                                                                                                                                                                	Ondaatje, Michael, 1943- &nbsp;                                                                                                                                                                                                                                      	Alfred A. Knopf,  New York :  2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
PS1642.P64 P65 2011           	P	 9224150	Political companion to Ralph Waldo Emerson / edited by Alan M. Levine and Daniel S. Malachuk.                                                                                                                                                                  	&nbsp;                                                                                                                                                                                                                                                               	University Press of Kentucky,  Lexington, Ky. :  c2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PS3563.A4345 Z8 2011          	P	 9224171	Understanding David Mamet / Brenda Murphy.                                                                                                                                                                                                                     	Murphy, Brenda, 1950- &nbsp;                                                                                                                                                                                                                                         	University of South Carolina Press,  Columbia :  c2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PS3566.E354 C88 2011          	P	 9224133	Cut : a novel / George Pelecanos.                                                                                                                                                                                                                              	Pelecanos, George P. &nbsp;                                                                                                                                                                                                                                          	Little, Brown and Co.,  New York :  2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
PS3569.C25 H69 2010           	P	 9224063	How phenomena appear to unfold / by Leslie Scalapino.                                                                                                                                                                                                          	Scalapino, Leslie. &nbsp;                                                                                                                                                                                                                                            	Litmus Press ; Distributed by Small Press Distribution,  Brooklyn, N.Y. : Berkeley, Calif. :  2010.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
PS3613.O74875 N54 2010        	P	 9224109	Night circus : a novel / Erin Morgenstern.                                                                                                                                                                                                                     	Morgenstern, Erin. &nbsp;                                                                                                                                                                                                                                            	Doubleday,  New York :  2010.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
QA10.5 .Z39 2011              	Q	 9224156	Relearning mathematics : a challenge for prospective elementary school teachers / Rina Zazkis.                                                                                                                                                                 	Zazkis, Rina. &nbsp;                                                                                                                                                                                                                                                 	Information Age Pub.,  Charlotte, NC :  c2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
QA20.C65 T434 2011            	Q	 9224192	Teaching mathematics online : emergent technologies and methodologies / Angel A. Juan ... [et al.], editors.                                                                                                                                                   	&nbsp;                                                                                                                                                                                                                                                               	Information Science Reference,  Hershey, PA :  c2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
QA29.R68 P3513 2011           	Q	 9224188	Star and the whole : Gian-Carlo Rota on mathematics and phenomenology / Fabrizio Palombi ; translated by Giacomo Donis.                                                                                                                                        	Palombi, Fabrizio, 1965- &nbsp;                                                                                                                                                                                                                                      	CRC Press,  Boca Raton, FL :  c2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
QA41 .B235 2011               	Q	 9224103	Language of mathematics : utilizing math in practice / Robert Laurence Baber.                                                                                                                                                                                  	Baber, Robert Laurence. &nbsp;                                                                                                                                                                                                                                       	Wiley,  Hoboken, N.J. :  c2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
QA43 .M836 2011               	Q	 9224084	Moscow Mathematical Olympiads, 2000-2005 / Roman Fedorov ... [et al.], editors ; translated by Vladimir Dubrovsky ; translation edited by Silvio Levy.                                                                                                         	&nbsp;                                                                                                                                                                                                                                                               	American Mathematical Society ; Mathematical Sciences Research Institute,  Providence, R.I. : Berkeley, Calif. :  c2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
QA76.612 .L67 2011            	Q	 9224209	Tree-based graph partitioning constraint / Xavier Lorca.                                                                                                                                                                                                       	Lorca, Xavier. &nbsp;                                                                                                                                                                                                                                                	ISTE ; Wiley,  London : Hoboken, NJ :  2011.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
